geometry,rt60,snr_db,diffuse,true_az_deg,true_el_deg,est_az_deg,est_el_deg,az_error_deg,el_error_deg,total_error_deg,seed
UCA,1.5,10.0,False,100.0,30.0,100.0,40.0,0.0,10.0,10.0,1
UCA,1.5,10.0,False,110.0,30.0,110.0,-40.0,0.0,70.0,70.0,0
UCA,1.5,10.0,False,110.0,30.0,110.0,40.0,0.0,10.0,10.0,1
UCA,1.5,10.0,False,120.0,30.0,125.0,40.0,5.0,10.0,10.8012,0
UCA,1.5,10.0,False,120.0,30.0,125.0,40.0,5.0,10.0,10.8012,1
UCA,1.5,10.0,False,130.0,30.0,130.0,40.0,0.0,10.0,10.0,0
UCA,1.5,10.0,False,130.0,30.0,130.0,-40.0,0.0,70.0,70.0,1
UCA,1.5,10.0,False,140.0,30.0,140.0,40.0,0.0,10.0,10.0,0
UCA,1.5,10.0,False,140.0,30.0,140.0,40.0,0.0,10.0,10.0,1
UCA,1.5,10.0,False,150.0,30.0,150.0,-40.0,0.0,70.0,70.0,0
UCA,1.5,10.0,False,150.0,30.0,150.0,-40.0,0.0,70.0,70.0,1
UCA,1.5,10.0,False,160.0,30.0,160.0,-40.0,0.0,70.0,70.0,0
UCA,1.5,10.0,False,160.0,30.0,160.0,-40.0,0.0,70.0,70.0,1
UCA,1.5,10.0,False,170.0,30.0,170.0,30.0,0.0,0.0,0.0,0
UCA,1.5,10.0,False,170.0,30.0,170.0,30.0,0.0,0.0,0.0,1
UCA,1.5,10.0,False,180.0,30.0,180.0,40.0,0.0,10.0,10.0,0
UCA,1.5,10.0,False,180.0,30.0,180.0,40.0,0.0,10.0,10.0,1
UCA,1.5,10.0,False,190.0,30.0,190.0,30.0,0.0,0.0,0.0,0
UCA,1.5,10.0,False,190.0,30.0,190.0,30.0,0.0,0.0,0.0,1
UCA,1.5,10.0,False,200.0,30.0,200.0,40.0,0.0,10.0,10.0,0
UCA,1.5,10.0,False,200.0,30.0,200.0,40.0,0.0,10.0,10.0,1
UCA,1.5,10.0,False,210.0,30.0,210.0,40.0,0.0,10.0,10.0,0
UCA,1.5,10.0,False,210.0,30.0,210.0,-40.0,0.0,70.0,70.0,1
UCA,1.5,10.0,False,220.0,30.0,220.0,-40.0,0.0,70.0,70.0,0
UCA,1.5,10.0,False,220.0,30.0,220.0,-40.0,0.0,70.0,70.0,1
UCA,1.5,10.0,False,230.0,30.0,230.0,40.0,0.0,10.0,10.0,0
UCA,1.5,10.0,False,230.0,30.0,230.0,40.0,0.0,10.0,10.0,1
UCA,1.5,10.0,False,240.0,30.0,235.0,40.0,5.0,10.0,10.8012,0
UCA,1.5,10.0,False,240.0,30.0,235.0,40.0,5.0,10.0,10.8012,1
UCA,1.5,10.0,False,250.0,30.0,250.0,-40.0,0.0,70.0,70.0,0
UCA,1.5,10.0,False,250.0,30.0,250.0,-40.0,0.0,70.0,70.0,1
UCA,1.5,10.0,False,260.0,30.0,260.0,-40.0,0.0,70.0,70.0,0
UCA,1.5,10.0,False,260.0,30.0,260.0,-40.0,0.0,70.0,70.0,1
UCA,1.5,10.0,False,270.0,30.0,270.0,40.0,0.0,10.0,10.0,0
UCA,1.5,10.0,False,270.0,30.0,270.0,40.0,0.0,10.0,10.0,1
UCA,1.5,10.0,False,280.0,30.0,280.0,40.0,0.0,10.0,10.0,0
UCA,1.5,10.0,False,280.0,30.0,280.0,40.0,0.0,10.0,10.0,1
UCA,1.5,10.0,False,290.0,30.0,290.0,40.0,0.0,10.0,10.0,0
UCA,1.5,10.0,False,290.0,30.0,290.0,40.0,0.0,10.0,10.0,1
UCA,1.5,10.0,False,300.0,30.0,305.0,40.0,5.0,10.0,10.8012,0
UCA,1.5,10.0,False,300.0,30.0,305.0,40.0,5.0,10.0,10.8012,1
UCA,1.5,10.0,False,310.0,30.0,310.0,40.0,0.0,10.0,10.0,0
UCA,1.5,10.0,False,310.0,30.0,310.0,40.0,0.0,10.0,10.0,1
UCA,1.5,10.0,False,320.0,30.0,320.0,40.0,0.0,10.0,10.0,0
UCA,1.5,10.0,False,320.0,30.0,320.0,40.0,0.0,10.0,10.0,1
UCA,1.5,10.0,False,330.0,30.0,330.0,40.0,0.0,10.0,10.0,0
UCA,1.5,10.0,False,330.0,30.0,330.0,40.0,0.0,10.0,10.0,1
UCA,1.5,10.0,False,340.0,30.0,340.0,40.0,0.0,10.0,10.0,0
UCA,1.5,10.0,False,340.0,30.0,340.0,40.0,0.0,10.0,10.0,1
UCA,1.5,10.0,False,350.0,30.0,350.0,30.0,0.0,0.0,0.0,0
UCA,1.5,10.0,False,350.0,30.0,350.0,30.0,0.0,0.0,0.0,1
UCA,1.0,10.0,False,60.0,10.0,60.0,30.0,0.0,20.0,20.0,0
UCA,1.0,10.0,False,60.0,10.0,60.0,40.0,0.0,30.0,30.0,1
UCA,1.0,10.0,False,60.0,20.0,60.0,-30.0,0.0,50.0,50.0,0
UCA,1.0,10.0,False,60.0,20.0,60.0,-30.0,0.0,50.0,50.0,1
UCA,1.0,10.0,False,60.0,40.0,55.0,-50.0,5.0,90.0,90.1074,0
UCA,1.0,10.0,False,60.0,40.0,60.0,50.0,0.0,10.0,10.0,1
UCA,1.0,10.0,False,60.0,50.0,65.0,50.0,5.0,0.0,3.2133,0
UCA,1.0,10.0,False,60.0,50.0,65.0,50.0,5.0,0.0,3.2133,1
UCA,1.0,10.0,False,60.0,60.0,60.0,-60.0,0.0,120.0,120.0,0
UCA,1.0,10.0,False,60.0,60.0,60.0,-60.0,0.0,120.0,120.0,1
UCA,1.0,10.0,False,60.0,70.0,65.0,80.0,5.0,10.0,10.0743,0
UCA,1.0,10.0,False,60.0,70.0,65.0,80.0,5.0,10.0,10.0743,1
UCA,1.0,20.0,False,60.0,30.0,60.0,-30.0,0.0,60.0,60.0,0
UCA,1.0,20.0,False,60.0,30.0,60.0,-30.0,0.0,60.0,60.0,1
UCA,1.0,5.0,False,60.0,30.0,60.0,-30.0,0.0,60.0,60.0,0
UCA,1.0,5.0,False,60.0,30.0,60.0,-30.0,0.0,60.0,60.0,1
UCA,1.0,0.0,False,60.0,30.0,55.0,30.0,5.0,0.0,4.3298,0
UCA,1.0,0.0,False,60.0,30.0,55.0,30.0,5.0,0.0,4.3298,1
UCA,1.0,-5.0,False,60.0,30.0,55.0,30.0,5.0,0.0,4.3298,0
UCA,1.0,-5.0,False,60.0,30.0,55.0,30.0,5.0,0.0,4.3298,1
UCA,1.0,5.0,True,0.0,30.0,355.0,-40.0,5.0,70.0,70.1539,0
UCA,1.0,5.0,True,0.0,30.0,0.0,-40.0,0.0,70.0,70.0,1
UCA,1.0,5.0,True,10.0,30.0,10.0,30.0,0.0,0.0,0.0,0
UCA,1.0,5.0,True,10.0,30.0,10.0,-30.0,0.0,60.0,60.0,1
UCA,1.0,5.0,True,20.0,30.0,30.0,-40.0,10.0,70.0,70.6133,0
UCA,1.0,5.0,True,20.0,30.0,25.0,40.0,5.0,10.0,10.8012,1
UCA,1.0,5.0,True,30.0,30.0,35.0,-40.0,5.0,70.0,70.1539,0
UCA,1.0,5.0,True,30.0,30.0,20.0,30.0,10.0,0.0,8.6575,1
UCA,1.0,5.0,True,40.0,30.0,45.0,40.0,5.0,10.0,10.8012,0
UCA,1.0,5.0,True,40.0,30.0,35.0,30.0,5.0,0.0,4.3298,1
UCA,1.0,5.0,True,50.0,30.0,50.0,40.0,0.0,10.0,10.0,0
UCA,1.0,5.0,True,50.0,30.0,45.0,30.0,5.0,0.0,4.3298,1
UCA,1.0,5.0,True,60.0,30.0,45.0,40.0,15.0,10.0,15.8033,0
UCA,1.0,5.0,True,60.0,30.0,45.0,30.0,15.0,0.0,12.9811,1
UCA,1.0,5.0,True,70.0,30.0,75.0,40.0,5.0,10.0,10.8012,0
UCA,1.0,5.0,True,70.0,30.0,70.0,-40.0,0.0,70.0,70.0,1
UCA,1.0,5.0,True,80.0,30.0,150.0,-40.0,70.0,70.0,95.4221,0
UCA,1.0,5.0,True,80.0,30.0,155.0,-50.0,75.0,80.0,103.8243,1
UCA,1.0,5.0,True,90.0,30.0,90.0,40.0,0.0,10.0,10.0,0
UCA,1.0,5.0,True,90.0,30.0,90.0,50.0,0.0,20.0,20.0,1
UCA,1.0,5.0,True,100.0,30.0,95.0,-70.0,5.0,100.0,100.0656,0
UCA,1.0,5.0,True,100.0,30.0,20.0,-40.0,80.0,70.0,101.8994,1
UCA,1.0,5.0,True,110.0,30.0,105.0,40.0,5.0,10.0,10.8012,0
UCA,1.0,5.0,True,110.0,30.0,110.0,40.0,0.0,10.0,10.0,1
UCA,1.0,5.0,True,120.0,30.0,135.0,-30.0,15.0,60.0,61.6768,0
UCA,1.0,5.0,True,120.0,30.0,135.0,40.0,15.0,10.0,15.8033,1
UCA,1.0,5.0,True,130.0,30.0,135.0,-40.0,5.0,70.0,70.1539,0
UCA,1.0,5.0,True,130.0,30.0,140.0,40.0,10.0,10.0,12.9083,1
UCA,1.0,5.0,True,140.0,30.0,140.0,-40.0,0.0,70.0,70.0,0
UCA,1.0,5.0,True,140.0,30.0,145.0,-40.0,5.0,70.0,70.1539,1
UCA,1.0,5.0,True,150.0,30.0,150.0,-40.0,0.0,70.0,70.0,0
UCA,1.0,5.0,True,150.0,30.0,155.0,40.0,5.0,10.0,10.8012,1
UCA,1.0,5.0,True,160.0,30.0,155.0,40.0,5.0,10.0,10.8012,0
UCA,1.0,5.0,True,160.0,30.0,155.0,40.0,5.0,10.0,10.8012,1
UCA,1.0,5.0,True,170.0,30.0,170.0,30.0,0.0,0.0,0.0,0
UCA,1.0,5.0,True,170.0,30.0,165.0,30.0,5.0,0.0,4.3298,1
UCA,1.0,5.0,True,180.0,30.0,180.0,30.0,0.0,0.0,0.0,0
UCA,1.0,5.0,True,180.0,30.0,175.0,-40.0,5.0,70.0,70.1539,1
UCA,1.0,5.0,True,190.0,30.0,190.0,30.0,0.0,0.0,0.0,0
UCA,1.0,5.0,True,190.0,30.0,190.0,30.0,0.0,0.0,0.0,1
UCA,1.0,5.0,True,200.0,30.0,205.0,-40.0,5.0,70.0,70.1539,0
UCA,1.0,5.0,True,200.0,30.0,200.0,40.0,0.0,10.0,10.0,1
UCA,1.0,5.0,True,210.0,30.0,210.0,40.0,0.0,10.0,10.0,0
UCA,1.0,5.0,True,210.0,30.0,205.0,40.0,5.0,10.0,10.8012,1
UCA,1.0,5.0,True,220.0,30.0,220.0,30.0,0.0,0.0,0.0,0
UCA,1.0,5.0,True,220.0,30.0,220.0,40.0,0.0,10.0,10.0,1
UCA,1.0,5.0,True,230.0,30.0,225.0,40.0,5.0,10.0,10.8012,0
UCA,1.0,5.0,True,230.0,30.0,225.0,-40.0,5.0,70.0,70.1539,1
UCA,1.0,5.0,True,240.0,30.0,225.0,-30.0,15.0,60.0,61.6768,0
UCA,1.0,5.0,True,240.0,30.0,230.0,30.0,10.0,0.0,8.6575,1
UCA,1.0,5.0,True,250.0,30.0,245.0,-40.0,5.0,70.0,70.1539,0
UCA,1.0,5.0,True,250.0,30.0,250.0,30.0,0.0,0.0,0.0,1
UCA,1.0,5.0,True,260.0,30.0,275.0,80.0,15.0,50.0,50.3822,0
UCA,1.0,5.0,True,260.0,30.0,290.0,-70.0,30.0,100.0,102.3176,1
UCA,1.0,5.0,True,270.0,30.0,275.0,40.0,5.0,10.0,10.8012,0
UCA,1.0,5.0,True,270.0,30.0,275.0,40.0,5.0,10.0,10.8012,1
UCA,1.0,5.0,True,280.0,30.0,210.0,40.0,70.0,10.0,56.7499,0
UCA,1.0,5.0,True,280.0,30.0,200.0,40.0,80.0,10.0,64.1132,1
UCA,1.0,5.0,True,290.0,30.0,285.0,40.0,5.0,10.0,10.8012,0
UCA,1.0,5.0,True,290.0,30.0,290.0,-40.0,0.0,70.0,70.0,1
UCA,1.0,5.0,True,300.0,30.0,310.0,40.0,10.0,10.0,12.9083,0
UCA,1.0,5.0,True,300.0,30.0,310.0,-40.0,10.0,70.0,70.6133,1
UCA,1.0,5.0,True,310.0,30.0,310.0,40.0,0.0,10.0,10.0,0
UCA,1.0,5.0,True,310.0,30.0,310.0,-40.0,0.0,70.0,70.0,1
UCA,1.0,5.0,True,320.0,30.0,320.0,-40.0,0.0,70.0,70.0,0
UCA,1.0,5.0,True,320.0,30.0,320.0,-40.0,0.0,70.0,70.0,1
UCA,1.0,5.0,True,330.0,30.0,330.0,40.0,0.0,10.0,10.0,0
UCA,1.0,5.0,True,330.0,30.0,335.0,-40.0,5.0,70.0,70.1539,1
UCA,1.0,5.0,True,340.0,30.0,335.0,40.0,5.0,10.0,10.8012,0
UCA,1.0,5.0,True,340.0,30.0,340.0,-40.0,0.0,70.0,70.0,1
UCA,1.0,5.0,True,350.0,30.0,345.0,30.0,5.0,0.0,4.3298,0
UCA,1.0,5.0,True,350.0,30.0,350.0,30.0,0.0,0.0,0.0,1
CROSS,0.0,10.0,False,0.0,30.0,345.0,30.0,15.0,0.0,12.9811,0
CROSS,0.0,10.0,False,0.0,30.0,15.0,30.0,15.0,0.0,12.9811,1
CROSS,0.0,10.0,False,10.0,30.0,20.0,30.0,10.0,0.0,8.6575,0
CROSS,0.0,10.0,False,10.0,30.0,20.0,30.0,10.0,0.0,8.6575,1
CROSS,0.0,10.0,False,20.0,30.0,25.0,30.0,5.0,0.0,4.3298,0
CROSS,0.0,10.0,False,20.0,30.0,25.0,30.0,5.0,0.0,4.3298,1
CROSS,0.0,10.0,False,30.0,30.0,35.0,30.0,5.0,0.0,4.3298,0
CROSS,0.0,10.0,False,30.0,30.0,35.0,30.0,5.0,0.0,4.3298,1
CROSS,0.0,10.0,False,40.0,30.0,45.0,30.0,5.0,0.0,4.3298,0
CROSS,0.0,10.0,False,40.0,30.0,45.0,30.0,5.0,0.0,4.3298,1
CROSS,0.0,10.0,False,50.0,30.0,310.0,30.0,100.0,0.0,83.1215,0
CROSS,0.0,10.0,False,50.0,30.0,310.0,30.0,100.0,0.0,83.1215,1
CROSS,0.0,10.0,False,60.0,30.0,60.0,30.0,0.0,0.0,0.0,0
CROSS,0.0,10.0,False,60.0,30.0,60.0,30.0,0.0,0.0,0.0,1
CROSS,0.0,10.0,False,70.0,30.0,70.0,30.0,0.0,0.0,0.0,0
CROSS,0.0,10.0,False,70.0,30.0,70.0,30.0,0.0,0.0,0.0,1
CROSS,0.0,10.0,False,80.0,30.0,80.0,30.0,0.0,0.0,0.0,0
CROSS,0.0,10.0,False,80.0,30.0,80.0,30.0,0.0,0.0,0.0,1
CROSS,0.0,10.0,False,90.0,30.0,90.0,30.0,0.0,0.0,0.0,0
CROSS,0.0,10.0,False,90.0,30.0,270.0,30.0,180.0,0.0,120.0,1
CROSS,0.0,10.0,False,100.0,30.0,100.0,30.0,0.0,0.0,0.0,0
CROSS,0.0,10.0,False,100.0,30.0,100.0,30.0,0.0,0.0,0.0,1
CROSS,0.0,10.0,False,110.0,30.0,110.0,30.0,0.0,0.0,0.0,0
CROSS,0.0,10.0,False,110.0,30.0,110.0,30.0,0.0,0.0,0.0,1
CROSS,0.0,10.0,False,120.0,30.0,120.0,30.0,0.0,0.0,0.0,0
CROSS,0.0,10.0,False,120.0,30.0,120.0,30.0,0.0,0.0,0.0,1
CROSS,0.0,10.0,False,130.0,30.0,230.0,30.0,100.0,0.0,83.1215,0
CROSS,0.0,10.0,False,130.0,30.0,230.0,30.0,100.0,0.0,83.1215,1
CROSS,0.0,10.0,False,140.0,30.0,225.0,30.0,85.0,0.0,71.617,0
CROSS,0.0,10.0,False,140.0,30.0,225.0,30.0,85.0,0.0,71.617,1
CROSS,0.0,10.0,False,150.0,30.0,145.0,30.0,5.0,0.0,4.3298,0
CROSS,0.0,10.0,False,150.0,30.0,215.0,30.0,65.0,0.0,55.4612,1
CROSS,0.0,10.0,False,160.0,30.0,155.0,30.0,5.0,0.0,4.3298,0
CROSS,0.0,10.0,False,160.0,30.0,155.0,30.0,5.0,0.0,4.3298,1
CROSS,0.0,10.0,False,170.0,30.0,200.0,30.0,30.0,0.0,25.9051,0
CROSS,0.0,10.0,False,170.0,30.0,200.0,30.0,30.0,0.0,25.9051,1
CROSS,0.0,10.0,False,180.0,30.0,165.0,30.0,15.0,0.0,12.9811,0
CROSS,0.0,10.0,False,180.0,30.0,165.0,30.0,15.0,0.0,12.9811,1
CROSS,0.0,10.0,False,190.0,30.0,200.0,30.0,10.0,0.0,8.6575,0
CROSS,0.0,10.0,False,190.0,30.0,200.0,30.0,10.0,0.0,8.6575,1
CROSS,0.0,10.0,False,200.0,30.0,205.0,30.0,5.0,0.0,4.3298,0
CROSS,0.0,10.0,False,200.0,30.0,155.0,30.0,45.0,0.0,38.7092,1
CROSS,0.0,10.0,False,210.0,30.0,145.0,30.0,65.0,0.0,55.4612,0
CROSS,0.0,10.0,False,210.0,30.0,215.0,30.0,5.0,0.0,4.3298,1
CROSS,0.0,10.0,False,220.0,30.0,225.0,30.0,5.0,0.0,4.3298,0
CROSS,0.0,10.0,False,220.0,30.0,225.0,30.0,5.0,0.0,4.3298,1
CROSS,0.0,10.0,False,230.0,30.0,230.0,30.0,0.0,0.0,0.0,0
CROSS,0.0,10.0,False,230.0,30.0,230.0,30.0,0.0,0.0,0.0,1
CROSS,0.0,10.0,False,240.0,30.0,120.0,30.0,120.0,0.0,97.1808,0
CROSS,0.0,10.0,False,240.0,30.0,120.0,30.0,120.0,0.0,97.1808,1
CROSS,0.0,10.0,False,250.0,30.0,110.0,30.0,140.0,0.0,108.9373,0
CROSS,0.0,10.0,False,250.0,30.0,110.0,30.0,140.0,0.0,108.9373,1
CROSS,0.0,10.0,False,260.0,30.0,100.0,30.0,160.0,0.0,117.0501,0
CROSS,0.0,10.0,False,260.0,30.0,100.0,30.0,160.0,0.0,117.0501,1
CROSS,0.0,10.0,False,270.0,30.0,90.0,30.0,180.0,0.0,120.0,0
CROSS,0.0,10.0,False,270.0,30.0,270.0,30.0,0.0,0.0,0.0,1
CROSS,0.0,10.0,False,280.0,30.0,80.0,30.0,160.0,0.0,117.0501,0
CROSS,0.0,10.0,False,280.0,30.0,80.0,30.0,160.0,0.0,117.0501,1
CROSS,0.0,10.0,False,290.0,30.0,70.0,30.0,140.0,0.0,108.9373,0
CROSS,0.0,10.0,False,290.0,30.0,70.0,30.0,140.0,0.0,108.9373,1
CROSS,0.0,10.0,False,300.0,30.0,60.0,30.0,120.0,0.0,97.1808,0
CROSS,0.0,10.0,False,300.0,30.0,60.0,30.0,120.0,0.0,97.1808,1
CROSS,0.0,10.0,False,310.0,30.0,310.0,30.0,0.0,0.0,0.0,0
CROSS,0.0,10.0,False,310.0,30.0,310.0,30.0,0.0,0.0,0.0,1
CROSS,0.0,10.0,False,320.0,30.0,45.0,30.0,85.0,0.0,71.617,0
CROSS,0.0,10.0,False,320.0,30.0,45.0,30.0,85.0,0.0,71.617,1
CROSS,0.0,10.0,False,330.0,30.0,35.0,30.0,65.0,0.0,55.4612,0
CROSS,0.0,10.0,False,330.0,30.0,35.0,30.0,65.0,0.0,55.4612,1
CROSS,0.0,10.0,False,340.0,30.0,25.0,30.0,45.0,0.0,38.7092,0
CROSS,0.0,10.0,False,340.0,30.0,25.0,30.0,45.0,0.0,38.7092,1
CROSS,0.0,10.0,False,350.0,30.0,20.0,30.0,30.0,0.0,25.9051,0
CROSS,0.0,10.0,False,350.0,30.0,20.0,30.0,30.0,0.0,25.9051,1
CROSS,0.5,10.0,False,0.0,30.0,20.0,30.0,20.0,0.0,17.2983,0
CROSS,0.5,10.0,False,0.0,30.0,20.0,30.0,20.0,0.0,17.2983,1
CROSS,0.5,10.0,False,10.0,30.0,345.0,30.0,25.0,0.0,21.6071,0
CROSS,0.5,10.0,False,10.0,30.0,345.0,30.0,25.0,0.0,21.6071,1
CROSS,0.5,10.0,False,20.0,30.0,25.0,30.0,5.0,0.0,4.3298,0
CROSS,0.5,10.0,False,20.0,30.0,30.0,30.0,10.0,0.0,8.6575,1
CROSS,0.5,10.0,False,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0
CROSS,0.5,10.0,False,30.0,30.0,30.0,30.0,0.0,0.0,0.0,1
CROSS,0.5,10.0,False,40.0,30.0,320.0,30.0,80.0,0.0,67.6517,0
CROSS,0.5,10.0,False,40.0,30.0,45.0,30.0,5.0,0.0,4.3298,1
CROSS,0.5,10.0,False,50.0,30.0,310.0,30.0,100.0,0.0,83.1215,0
CROSS,0.5,10.0,False,50.0,30.0,310.0,30.0,100.0,0.0,83.1215,1
CROSS,0.5,10.0,False,60.0,30.0,60.0,30.0,0.0,0.0,0.0,0
CROSS,0.5,10.0,False,60.0,30.0,60.0,30.0,0.0,0.0,0.0,1
CROSS,0.5,10.0,False,70.0,30.0,70.0,30.0,0.0,0.0,0.0,0
CROSS,0.5,10.0,False,70.0,30.0,70.0,30.0,0.0,0.0,0.0,1
CROSS,0.5,10.0,False,80.0,30.0,280.0,30.0,160.0,0.0,117.0501,0
CROSS,0.5,10.0,False,80.0,30.0,280.0,30.0,160.0,0.0,117.0501,1
CROSS,0.5,10.0,False,90.0,30.0,90.0,20.0,0.0,10.0,10.0,0
CROSS,0.5,10.0,False,90.0,30.0,90.0,20.0,0.0,10.0,10.0,1
CROSS,0.5,10.0,False,100.0,30.0,260.0,30.0,160.0,0.0,117.0501,0
CROSS,0.5,10.0,False,100.0,30.0,260.0,30.0,160.0,0.0,117.0501,1
CROSS,0.5,10.0,False,110.0,30.0,250.0,30.0,140.0,0.0,108.9373,0
CROSS,0.5,10.0,False,110.0,30.0,250.0,30.0,140.0,0.0,108.9373,1
CROSS,0.5,10.0,False,120.0,30.0,240.0,30.0,120.0,0.0,97.1808,0
CROSS,0.5,10.0,False,120.0,30.0,240.0,30.0,120.0,0.0,97.1808,1
CROSS,0.5,10.0,False,130.0,30.0,230.0,30.0,100.0,0.0,83.1215,0
CROSS,0.5,10.0,False,130.0,30.0,230.0,30.0,100.0,0.0,83.1215,1
CROSS,0.5,10.0,False,140.0,30.0,220.0,30.0,80.0,0.0,67.6517,0
CROSS,0.5,10.0,False,140.0,30.0,220.0,30.0,80.0,0.0,67.6517,1
CROSS,0.5,10.0,False,150.0,30.0,150.0,30.0,0.0,0.0,0.0,0
CROSS,0.5,10.0,False,150.0,30.0,210.0,30.0,60.0,0.0,51.3178,1
CROSS,0.5,10.0,False,160.0,30.0,205.0,30.0,45.0,0.0,38.7092,0
CROSS,0.5,10.0,False,160.0,30.0,150.0,30.0,10.0,0.0,8.6575,1
CROSS,0.5,10.0,False,170.0,30.0,190.0,30.0,20.0,0.0,17.2983,0
CROSS,0.5,10.0,False,170.0,30.0,195.0,30.0,25.0,0.0,21.6071,1
CROSS,0.5,10.0,False,180.0,30.0,200.0,30.0,20.0,0.0,17.2983,0
CROSS,0.5,10.0,False,180.0,30.0,200.0,30.0,20.0,0.0,17.2983,1
CROSS,0.5,10.0,False,190.0,30.0,195.0,30.0,5.0,0.0,4.3298,0
CROSS,0.5,10.0,False,190.0,30.0,165.0,30.0,25.0,0.0,21.6071,1
CROSS,0.5,10.0,False,200.0,30.0,150.0,30.0,50.0,0.0,42.938,0
CROSS,0.5,10.0,False,200.0,30.0,205.0,30.0,5.0,0.0,4.3298,1
CROSS,0.5,10.0,False,210.0,30.0,210.0,30.0,0.0,0.0,0.0,0
CROSS,0.5,10.0,False,210.0,30.0,210.0,30.0,0.0,0.0,0.0,1
CROSS,0.5,10.0,False,220.0,30.0,220.0,30.0,0.0,0.0,0.0,0
CROSS,0.5,10.0,False,220.0,30.0,225.0,30.0,5.0,0.0,4.3298,1
CROSS,0.5,10.0,False,230.0,30.0,230.0,30.0,0.0,0.0,0.0,0
CROSS,0.5,10.0,False,230.0,30.0,230.0,30.0,0.0,0.0,0.0,1
CROSS,0.5,10.0,False,240.0,30.0,240.0,30.0,0.0,0.0,0.0,0
CROSS,0.5,10.0,False,240.0,30.0,240.0,30.0,0.0,0.0,0.0,1
CROSS,0.5,10.0,False,250.0,30.0,250.0,30.0,0.0,0.0,0.0,0
CROSS,0.5,10.0,False,250.0,30.0,250.0,30.0,0.0,0.0,0.0,1
CROSS,0.5,10.0,False,260.0,30.0,260.0,30.0,0.0,0.0,0.0,0
CROSS,0.5,10.0,False,260.0,30.0,260.0,30.0,0.0,0.0,0.0,1
CROSS,0.5,10.0,False,270.0,30.0,90.0,20.0,180.0,10.0,130.0,0
CROSS,0.5,10.0,False,270.0,30.0,90.0,20.0,180.0,10.0,130.0,1
CROSS,0.5,10.0,False,280.0,30.0,280.0,30.0,0.0,0.0,0.0,0
CROSS,0.5,10.0,False,280.0,30.0,280.0,30.0,0.0,0.0,0.0,1
CROSS,0.5,10.0,False,290.0,30.0,70.0,30.0,140.0,0.0,108.9373,0
CROSS,0.5,10.0,False,290.0,30.0,70.0,30.0,140.0,0.0,108.9373,1
CROSS,0.5,10.0,False,300.0,30.0,60.0,30.0,120.0,0.0,97.1808,0
CROSS,0.5,10.0,False,300.0,30.0,60.0,30.0,120.0,0.0,97.1808,1
CROSS,0.5,10.0,False,310.0,30.0,50.0,30.0,100.0,0.0,83.1215,0
CROSS,0.5,10.0,False,310.0,30.0,50.0,30.0,100.0,0.0,83.1215,1
CROSS,0.5,10.0,False,320.0,30.0,320.0,30.0,0.0,0.0,0.0,0
CROSS,0.5,10.0,False,320.0,30.0,45.0,30.0,85.0,0.0,71.617,1
CROSS,0.5,10.0,False,330.0,30.0,30.0,30.0,60.0,0.0,51.3178,0
CROSS,0.5,10.0,False,330.0,30.0,30.0,30.0,60.0,0.0,51.3178,1
CROSS,0.5,10.0,False,340.0,30.0,25.0,30.0,45.0,0.0,38.7092,0
CROSS,0.5,10.0,False,340.0,30.0,30.0,30.0,50.0,0.0,42.938,1
CROSS,0.5,10.0,False,350.0,30.0,15.0,30.0,25.0,0.0,21.6071,0
CROSS,0.5,10.0,False,350.0,30.0,345.0,30.0,5.0,0.0,4.3298,1
CROSS,0.8,10.0,False,0.0,30.0,320.0,20.0,40.0,10.0,37.3999,0
CROSS,0.8,10.0,False,0.0,30.0,45.0,20.0,45.0,10.0,41.716,1
CROSS,0.8,10.0,False,10.0,30.0,20.0,30.0,10.0,0.0,8.6575,0
CROSS,0.8,10.0,False,10.0,30.0,20.0,30.0,10.0,0.0,8.6575,1
CROSS,0.8,10.0,False,20.0,30.0,30.0,30.0,10.0,0.0,8.6575,0
CROSS,0.8,10.0,False,20.0,30.0,30.0,30.0,10.0,0.0,8.6575,1
CROSS,0.8,10.0,False,30.0,30.0,325.0,30.0,65.0,0.0,55.4612,0
CROSS,0.8,10.0,False,30.0,30.0,325.0,30.0,65.0,0.0,55.4612,1
CROSS,0.8,10.0,False,40.0,30.0,45.0,30.0,5.0,0.0,4.3298,0
CROSS,0.8,10.0,False,40.0,30.0,45.0,30.0,5.0,0.0,4.3298,1
CROSS,0.8,10.0,False,50.0,30.0,300.0,20.0,110.0,10.0,96.1611,0
CROSS,0.8,10.0,False,50.0,30.0,300.0,20.0,110.0,10.0,96.1611,1
CROSS,0.8,10.0,False,60.0,30.0,60.0,30.0,0.0,0.0,0.0,0
CROSS,0.8,10.0,False,60.0,30.0,60.0,30.0,0.0,0.0,0.0,1
CROSS,0.8,10.0,False,70.0,30.0,285.0,20.0,145.0,10.0,119.7102,0
CROSS,0.8,10.0,False,70.0,30.0,75.0,20.0,5.0,10.0,10.9748,1
CROSS,0.8,10.0,False,80.0,30.0,280.0,30.0,160.0,0.0,117.0501,0
CROSS,0.8,10.0,False,80.0,30.0,280.0,30.0,160.0,0.0,117.0501,1
CROSS,0.8,10.0,False,90.0,30.0,90.0,20.0,0.0,10.0,10.0,0
CROSS,0.8,10.0,False,90.0,30.0,90.0,20.0,0.0,10.0,10.0,1
